company_name,review_date,review_title,review_body_text,overall_review_rating,job_title,location,employee_flag,rating_work_life_balance,rating_compensation_benefits,rating_job_security_advancement,rating_management,rating_culture_values,pros_text,cons_text,page_number,start_offset,source_url
Public-Bank-Berhad,20 October 2025,"Very heavy workloads, no work life balance & toxic management","'- I always saw my colleagues were always working during their annual leaves and weekends in the office for the whole day due to strict deadlines set by ISO regulations - My mentor even asked me to cancel my annual leaves to complete my workloads, and my mentor asked me to complete my workloads during my annual leaves, weekends and public holiday despite unrealistic goals set by the boss and the team. - Your workload will be increased without letting you know in advance or without asking your permission to do so. - Your colleagues will punish you with extra workloads if you didn't complete their KPI (number of cases to be completed per day) - Even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads. - My mentor has very biased treatment, my mentor is always friendly towards the other colleagues (who are close to my mentor), but when comes to my male colleague (in same department) and me as a new worker, my mentor always give very bad compliment or judge us in a biased way. My mentor also reacted excessively on trivial things about me and controlled me on every movement (""Don't show that you are not happy, because I saw you that you banged the table with documents"", while the actual event: The documents are too heavy that I can't carry properly, hence I have to arrange the documents with accidental bang). My mentor also talked bad about male colleague behind his back when male colleague took MC due to his illness.",1,Management trainee,Malaysia,former,1,3,1,1,1,"Very Good Salary, Training","No work life balance, toxic & poor management",1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
maybank,15 October 2025,Perfect for learning,"A great place to learn and grow as an intern. The environment is supportive, with great leaders and amazing teammates who are always willing to help. There’s a good work-life balance, especially with the weekly work-from-home option. Things can get a bit hectic during system changes, but overall it’s a valuable and enjoyable learning experience.",4,Intern,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
Cimb-Group,11 October 2025,Good workplace,"1) Outpatient, dental, optical, health check-up coverage, travelling claim 2) Maternity leave six months. 3) Bosses are good. 4) KPI is very agile, adjustable.",5,,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
maybank,4 October 2025,very good experience because can learn about work environment,What is the best part of working at the company? friendly staff and good environment. What is the most stressful part about working at the company? stress if there is any accidental mistake that we didn't notice and need to re do whole thing.,5,Credit Card Department (Internship) | Mac,Rengit,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
bank islam,26 September 2025,An All-rounder benefits kind of company. Work-life balance on top!,"The best working place for intern. The allowance are great. All colleagues, team leaders and seniors are all great. The work-life balance here is to die for. One in a million.",5,Intern,"Menara Bank Islam, KL",former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
United Overseas Bank,15 September 2025,Good benefit but high volume,"A lot of parties or events, good for extrovert but not a good thing for introverts. Still a lot of manual work and very volume based KPI. Team lead quality is average. Good benefits like flexcare.",3,Credit Analyst,Kuala Lumpur,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews
bank islam,9 September 2025,Good pay for OT,Pros: staff mostly friendly. Good OT pay. Staff got a lot of AL Cons: Management. Messy SOP No career advancement Old equipment Hard to apply for AL even got alot of it,3,Junior sales representative,KLIA,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
Cimb-Group,7 September 2025,"Kpi very strict, no work life balance","Kpi very strict, no work life balance, but is very good to learn a new things but your should depend by yourself because nobody will no help your because everyone is busy",3,Customer Service Agent,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
Public-Bank-Berhad,6 September 2025,Forget about life if u work in this company,"Place to look for experience only (1 - 2 years cap), dont mind if u being diaturb at weekend especially hire purchase dept. long working hours n no wfh",1,Processing Executive (Credit Analyst),Kuala Lumpur,current,1,3,1,1,1,,Everything,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
United Overseas Bank,29 August 2025,Rights by you both to the staff and customer,"What is the best part of working at the company? Comprehensive rewards and employee wellness. Employee recognition and culture. Learning, growth and inclusive culture What is the most stressful part about working at the company? As usual stress to get year enda target met. What is the work environment and culture like at the company? Rights by you, United-Work as one",5,OPERATIONS OFFICER,Kuala Terengganu,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews
bank islam,19 August 2025,Fun,they really took a good care of their intern. computer provided allowance high and also have training to build intern knowledge to enter work enviroment,5,intern,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
United Overseas Bank,19 August 2025,It's a great place to work... but the supervisors...,"I worked here before and the work load is quite ok and bearable. Only 'some' supervisor are really getting on your nerve... overall, it's a good place to work",5,Bank Clerk,Sandakan,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews
maybank,18 August 2025,High kpi with fast pace,Need to achieve a high kpi with changing directions from upper management. Fast pace environment. Not supportive manager. However good environment and supportive team members,3,,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
maybank,8 August 2025,"Everything is great here, can learn so many things but do not become protege or join programme",Chances of you getting a job permanently is almost impossible. Please reconsider if you expecting to have stable career soon after graduation. In terms of learning and experience you might gain a lot but not appreciating protege or graduate lvl.,4,,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
United Overseas Bank,5 August 2025,Benefit & environment,"The benefit are superb , you can claim everything for personal things ie hotel , flight ticket , sport & etc. But for working environment, quiet tough. The pressure unbelievable.",3,Manager,Kuala Lumpur,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews
maybank,18 July 2025,great,great co workers never stressful you can go home on time work life balance bosses are kind and they always check up on you they are also responsive of your inquiries,4,Protege,Kuantan,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
Cimb-Group,17 July 2025,Good Benefits but Depends on Your Tolerance with the Culture,"They are offering better benefits in comparison to other companies, i.e. annual leave, medical, insurance etc. However the working culture is highly dependent on your team leads and preferences from the top management. People from banking industry may find it normal.",3,Digital Role,Menara CIMB,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
Public-Bank-Berhad,15 July 2025,Salary is reasonable,"Benefits:- Basic salary meets the market range. However, increment, year-end bonus and performance bonus are based on your job performance and supervisor. Management Style:- Old-school management required multiple layers to apply work access. No flexible working hours and no remote. Promotion will be mostly based on the service years rather than job performance.",3,Senior Executive,Kuala Lumpur,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
maybank,7 July 2025,Good friend,"I would like to take this opportunity to express my heartfelt appreciation to my colleagues at Maybank Alor Setar who have been incredibly supportive and generous with their guidance since my very first day. Their willingness to share knowledge, their patience in teaching, and their constant encouragement have made a huge difference in my growth and confidence at work. They’re not just coworkers — they’ve become mentors who are always ready to help without hesitation. Every piece of advice and every small lesson has helped me improve and become more efficient in handling my responsibilities. I truly value the positive and professional work environment they create, filled with teamwork, respect, and mutual support. Thank you for being such wonderful teammates and for making my experience here so meaningful. I’m truly grateful, and I hope our bond continues to grow stronger as we move forward together.",5,Protege,Alor Setar,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
Cimb-Group,6 July 2025,Long hours,so tired even during the weekends have to work long hours. management dont want to help you or give you proper direction - it was fun at first but now they dont even care,3,,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
Public-Bank-Berhad,5 July 2025,Good Company but not a Good Division,"Great benefits, encouraging bonus and competitive salary if you work in HQ. Work life balance is achievable if you're in the right division, right department and under the right team. One step wrong, crazy amount of OT and gaslighting. Could be toxic and unbearable.",3,Compliance Officer,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
